route_Name,busname,bus_desc,bustype,starttime,endtime,duration,dploc,ratings,fare,seats,Bus_Name,Bus_Id,Seat_Type,Actype,dur_in_min,Orgin,End
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Semi Sleeper / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:35:00,5:45:00,08h 10m,Tagarapuvalasa,2.8,1199,27,APSRTC,Government Bus,Push Back,Non A/C,490,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),16:30:00,1:45:00,09h 15m,Seethammapeta,2.8,1190,19,APSRTC,Government Bus,Push Back,Non A/C,555,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Seater (2+2),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,6:00:00,08h 00m,RTC Complex,2.5,3999,40,APSRTC,Government Bus,Push Back,Non A/C,480,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),17:45:00,2:00:00,08h 15m,Anandapuram,2.4,1200,18,APSRTC,Government Bus,Push Back,Non A/C,495,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:40:00,6:00:00,07h 20m,Sheela Nagar,2.3,5000,42,APSRTC,Government Bus,Push Back,Non A/C,440,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,5:20:00,06h 10m,Rama Talkies,1.8,1900,30,APSRTC,Government Bus,Push Back,Non A/C,370,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:50:00,5:20:00,07h 30m,Anandapuram,1.8,1900,30,APSRTC,Government Bus,Push Back,Non A/C,450,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,NON A/C Seater (2+2),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,6:30:00,08h 15m,Kommadi,0,1900,27,APSRTC,Government Bus,Push Back,Non A/C,495,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,NON A/C Seater (2+2),Super Luxury (Non AC Seater 2+2 Push Back),21:10:00,5:30:00,08h 20m,Kommadi,0,3000,41,APSRTC,Government Bus,Push Back,Non A/C,500,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,NON A/C Seater (2+2),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,6:30:00,08h 15m,Kommadi,0,1900,17,APSRTC,Government Bus,Push Back,Non A/C,495,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:00:00,07h 00m,Maddilapalem Highway,0,699,32,APSRTC,Government Bus,Push Back,Non A/C,420,Visakhapatnam,Vijayawada
Visakhapatnam to Vijayawada,APSRTC - 3493,Volvo Multi-Axle A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),13:50:00,21:50:00,08h 00m,Rama Talkies,3.4,1800,7,APSRTC,Government Bus,Push Back,Non A/C,480,Visakhapatnam,Vijayawada
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),19:00:00,5:06:00,10h 06m,RTC Bus Stand,3.7,624,25,APSRTC,Government Bus,Push Back,Non A/C,606,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),19:45:00,5:46:00,10h 01m,RTC Bus Stand,4.8,602,17,APSRTC,Government Bus,Push Back,Non A/C,601,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),20:30:00,5:36:00,09h 06m,RTC Bus Stand,3.7,590,21,APSRTC,Government Bus,Push Back,Non A/C,546,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),21:00:00,4:20:00,07h 20m,RTC Bus Stand,4.1,555,16,APSRTC,Government Bus,Push Back,Non A/C,440,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),21:15:00,5:20:00,08h 05m,RTC Bus Stand,3.6,605,16,APSRTC,Government Bus,Push Back,Non A/C,485,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),21:20:00,4:45:00,07h 25m,RTC Bus Stand,3.4,555,30,APSRTC,Government Bus,Push Back,Non A/C,445,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),21:30:00,4:55:00,07h 25m,RTC Bus Stand,3.7,555,24,APSRTC,Government Bus,Push Back,Non A/C,445,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),21:45:00,4:15:00,06h 30m,RTC Bus Stand,4,555,23,APSRTC,Government Bus,Push Back,Non A/C,390,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,INDRA(A.C. Seater),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,4:34:00,06h 34m,RTC Bus Stand,4.1,671,23,APSRTC,Government Bus,Push Back,Non A/C,394,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,STAR LINER(NON-AC SLEEPER 2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:30:00,07h 30m,RTC Bus Stand,3.9,719,15,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:27:00,07h 27m,RTC Bus Stand,3.3,555,22,APSRTC,Government Bus,Push Back,Non A/C,447,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,INDRA(A.C. Seater),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,4:43:00,06h 28m,RTC Bus Stand,3.9,671,29,APSRTC,Government Bus,Push Back,Non A/C,388,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,5:25:00,07h 10m,RTC Bus Stand,4.3,555,16,APSRTC,Government Bus,Push Back,Non A/C,430,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,4:45:00,06h 30m,RTC Bus Stand,4.2,555,17,APSRTC,Government Bus,Push Back,Non A/C,390,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,5:50:00,07h 20m,RTC Bus Stand,3.9,555,17,APSRTC,Government Bus,Push Back,Non A/C,440,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,STAR LINER(NON-AC SLEEPER 2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,6:00:00,07h 30m,RTC Bus Stand,4.1,719,14,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,5:03:00,06h 33m,RTC Bus Stand,3.9,852,41,APSRTC,Government Bus,Push Back,Non A/C,393,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),22:45:00,4:15:00,05h 30m,RTC Bus Stand,3.8,555,24,APSRTC,Government Bus,Push Back,Non A/C,330,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),Super Luxury (Non AC Seater 2+2 Push Back),22:55:00,7:00:00,08h 05m,RTC Bus Stand,3.9,855,38,APSRTC,Government Bus,Push Back,Non A/C,485,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,VENNELA (A.C. SLEEPER),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:36:00,06h 36m,RTC Bus Stand,4,992,12,APSRTC,Government Bus,Push Back,Non A/C,396,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,INDRA(A.C. Seater),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:50:00,06h 50m,RTC Bus Stand,4.3,671,20,APSRTC,Government Bus,Push Back,Non A/C,410,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,STAR LINER(NON-AC SLEEPER 2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,6:05:00,06h 55m,RTC Bus Stand,3.3,719,27,APSRTC,Government Bus,Push Back,Non A/C,415,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,6:35:00,07h 05m,RTC Bus Stand,3,556,33,APSRTC,Government Bus,Push Back,Non A/C,425,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,5:35:00,06h 05m,RTC Bus Stand,4.1,852,33,APSRTC,Government Bus,Push Back,Non A/C,365,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,6:10:00,06h 40m,RTC Bus Stand,3.7,555,29,APSRTC,Government Bus,Push Back,Non A/C,400,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),Super Luxury (Non AC Seater 2+2 Push Back),23:45:00,7:00:00,07h 15m,RTC Bus Stand,3.4,556,33,APSRTC,Government Bus,Push Back,Non A/C,435,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),17:00:00,2:15:00,09h 15m,ONGOLE BS,4.5,542,27,APSRTC,Government Bus,Push Back,Non A/C,555,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Lahari Non A/C Sleeper Cum Seater,Super Luxury (Non AC Seater 2+2 Push Back),18:00:00,3:30:00,09h 30m,ONGOLE BS,4.6,545,31,APSRTC,Government Bus,Push Back,Non A/C,570,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Lahari Non A/C Sleeper Cum Seater,Super Luxury (Non AC Seater 2+2 Push Back),19:30:00,3:55:00,08h 25m,ONGOLE BS,3.7,464,28,APSRTC,Government Bus,Push Back,Non A/C,505,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),19:45:00,3:00:00,07h 15m,ONGOLE BS,4,424,30,APSRTC,Government Bus,Push Back,Non A/C,435,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),19:50:00,4:45:00,08h 55m,ONGOLE BS,3.7,424,27,APSRTC,Government Bus,Push Back,Non A/C,535,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),19:50:00,2:50:00,07h 00m,ONGOLE BS,3.4,465,31,APSRTC,Government Bus,Push Back,Non A/C,420,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Lahari Non A/C Sleeper Cum Seater,Super Luxury (Non AC Seater 2+2 Push Back),20:15:00,5:10:00,08h 55m,ONGOLE BS,4.1,464,37,APSRTC,Government Bus,Push Back,Non A/C,535,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Lahari Non A/C Sleeper Cum Seater,Super Luxury (Non AC Seater 2+2 Push Back),20:30:00,3:30:00,07h 00m,ONGOLE BS,4.5,427,40,APSRTC,Government Bus,Push Back,Non A/C,420,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Lahari Non A/C Sleeper Cum Seater,Super Luxury (Non AC Seater 2+2 Push Back),20:45:00,5:40:00,08h 55m,ONGOLE BS,3.9,464,31,APSRTC,Government Bus,Push Back,Non A/C,535,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),21:00:00,4:20:00,07h 20m,ONGOLE BS,3.9,424,24,APSRTC,Government Bus,Push Back,Non A/C,440,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),21:10:00,4:50:00,07h 40m,ONGOLE BS,4.3,424,31,APSRTC,Government Bus,Push Back,Non A/C,460,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),21:30:00,5:00:00,07h 30m,ONGOLE BS,3.6,424,27,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),21:30:00,4:25:00,06h 55m,ONGOLE BS,4.5,424,28,APSRTC,Government Bus,Push Back,Non A/C,415,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,4:30:00,06h 30m,ONGOLE BS,3.8,424,21,APSRTC,Government Bus,Push Back,Non A/C,390,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),22:10:00,5:20:00,07h 10m,ONGOLE BS,2.9,440,29,APSRTC,Government Bus,Push Back,Non A/C,430,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,7:30:00,08h 00m,ONGOLE BS,3.3,424,31,APSRTC,Government Bus,Push Back,Non A/C,480,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,LAHARI A/C SLEEPER CUM SEATER,Super Luxury (Non AC Seater 2+2 Push Back),23:55:00,7:40:00,07h 45m,ONGOLE BS,3.9,453,26,APSRTC,Government Bus,Push Back,Non A/C,465,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Seater/Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:35:00,07h 35m,Addanki Bus Stand,4.7,590,21,APSRTC,Government Bus,Push Back,Non A/C,455,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,6:05:00,07h 35m,Addanki Bus Stand,4.4,700,15,APSRTC,Government Bus,Push Back,Non A/C,455,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Scania AC Multi Axle Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:20:00,6:15:00,06h 55m,Ongole,4.1,1100,20,APSRTC,Government Bus,Push Back,Non A/C,415,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Seater/ Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,6:08:00,07h 38m,Addanki Bus Stand,4,450,19,APSRTC,Government Bus,Push Back,Non A/C,458,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:35:00,6:30:00,06h 55m,Addanki Bus Stand,4,684,22,APSRTC,Government Bus,Push Back,Non A/C,415,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,6:18:00,07h 03m,RTC Bus Stand,4.8,499,31,APSRTC,Government Bus,Push Back,Non A/C,423,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:50:00,5:55:00,08h 05m,Addanki Bus Stand,3.8,1050,14,APSRTC,Government Bus,Push Back,Non A/C,485,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Semi Sleeper / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:40:00,07h 40m,RTC Bus Stand,3.8,610,29,APSRTC,Government Bus,Push Back,Non A/C,460,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:50:00,5:30:00,07h 40m,Addanki Bus Stand,3.5,450,34,APSRTC,Government Bus,Push Back,Non A/C,460,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:45:00,07h 45m,Ongole,3.8,700,18,APSRTC,Government Bus,Push Back,Non A/C,465,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Volvo Multi-Axle A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,6:00:00,08h 00m,Ongole,3.6,900,22,APSRTC,Government Bus,Push Back,Non A/C,480,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,6:50:00,08h 50m,RTC Bus Stand,3.6,500,20,APSRTC,Government Bus,Push Back,Non A/C,530,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,6:40:00,07h 30m,RTC Bus Stand,3.7,550,23,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,5:45:00,07h 30m,RTC Bus Stand,3.5,450,28,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:45:00,6:00:00,07h 15m,Ongole,3.7,800,26,APSRTC,Government Bus,Push Back,Non A/C,435,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,6:30:00,07h 15m,Addanki Bus Stand,3.5,750,20,APSRTC,Government Bus,Push Back,Non A/C,435,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,6:39:00,07h 09m,RTC Bus Stand,4,1100,20,APSRTC,Government Bus,Push Back,Non A/C,429,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:40:00,07h 40m,Ongole,3.6,600,28,APSRTC,Government Bus,Push Back,Non A/C,460,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),0:40:00,7:35:00,06h 55m,Ongole,4.5,900,15,APSRTC,Government Bus,Push Back,Non A/C,415,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:30:00,5:50:00,08h 20m,Addanki Bus Stand,3.2,500,22,APSRTC,Government Bus,Push Back,Non A/C,500,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:30:00,6:05:00,08h 35m,RTC Bus Stand,3.9,450,24,APSRTC,Government Bus,Push Back,Non A/C,515,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Volvo Multi-Axle A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,6:35:00,07h 05m,Addanki Bus Stand,3.7,890,26,APSRTC,Government Bus,Push Back,Non A/C,425,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:50:00,6:25:00,07h 35m,Mangamuru,3.6,449,22,APSRTC,Government Bus,Push Back,Non A/C,455,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:45:00,07h 45m,RTC Bus Stand,3.1,450,29,APSRTC,Government Bus,Push Back,Non A/C,465,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:55:00,5:35:00,06h 40m,Addanki Bus Stand,3.4,790,26,APSRTC,Government Bus,Push Back,Non A/C,400,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,6:30:00,08h 30m,Addanki Bustand,3.8,500,28,APSRTC,Government Bus,Push Back,Non A/C,510,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:55:00,6:10:00,08h 15m,Mangamuru Road,0,3752,29,APSRTC,Government Bus,Push Back,Non A/C,495,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:10:00,6:40:00,08h 30m,Addanki Bus Stand,3.1,827,26,APSRTC,Government Bus,Push Back,Non A/C,510,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Hi-Tech Push Back (2+2),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:20:00,07h 20m,Addanki Bus Stand,3.4,428,25,APSRTC,Government Bus,Push Back,Non A/C,440,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,6:00:00,07h 30m,Addanki Bus Stand,3.7,750,23,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:50:00,6:34:00,06h 44m,Addanki Bus Stand,3.7,800,28,APSRTC,Government Bus,Push Back,Non A/C,404,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:00:00,07h 00m,Addanki Bus Stand,3.6,560,17,APSRTC,Government Bus,Push Back,Non A/C,420,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Volvo Multi-Axle A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,6:10:00,07h 40m,Addanki Bus Stand,3.7,850,23,APSRTC,Government Bus,Push Back,Non A/C,460,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,6:17:00,07h 02m,RTC Bus Stand,4.3,453,20,APSRTC,Government Bus,Push Back,Non A/C,422,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Seater/ Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:59:00,6:55:00,06h 56m,Mangamuru,3.5,700,35,APSRTC,Government Bus,Push Back,Non A/C,416,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:40:00,6:45:00,07h 05m,Addanki Bus Stand,4.4,665,1,APSRTC,Government Bus,Push Back,Non A/C,425,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,6:46:00,08h 31m,Addanki Bustand,3.3,610,29,APSRTC,Government Bus,Push Back,Non A/C,511,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:50:00,6:00:00,08h 10m,Ongole,3.3,399,32,APSRTC,Government Bus,Push Back,Non A/C,490,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Volvo Multi-Axle Sleeper A/C (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:45:00,6:50:00,07h 05m,ongole mangumuru road bypass ...,2.9,900,19,APSRTC,Government Bus,Push Back,Non A/C,425,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:55:00,7:15:00,07h 20m,Mangamuru,3.6,790,22,APSRTC,Government Bus,Push Back,Non A/C,440,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,6:36:00,07h 06m,Ongole,3.4,780,24,APSRTC,Government Bus,Push Back,Non A/C,426,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:55:00,6:40:00,08h 45m,RTC Bus Stand,3.5,690,26,APSRTC,Government Bus,Push Back,Non A/C,525,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,Non AC Seater (2+2),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:30:00,07h 30m,Addanki Bus Stand,3.5,428,29,APSRTC,Government Bus,Push Back,Non A/C,450,Ongole,Hyderabad
Ongole to Hyderabad,APSRTC - 5380,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:25:00,5:55:00,06h 30m,Mangamuru,3.4,649,29,APSRTC,Government Bus,Push Back,Non A/C,390,Ongole,Hyderabad
