route_Name,busname,bus_desc,bustype,starttime,endtime,duration,dploc,ratings,fare,seats,Bus_Name,Bus_Id,Seat_Type,Actype,dur_in_min,Orgin,End
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:30:00,4:30:00,05h 00m,RTC Bus Stand,3.5,590,29,APSRTC,Government Bus,Push Back,Non A/C,300,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,NON A/C Seater/ Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:30:00,06h 30m,RTC Bus Stand,3.2,400,28,APSRTC,Government Bus,Push Back,Non A/C,390,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:45:00,06h 45m,RTC Bus Stand,3.8,450,24,APSRTC,Government Bus,Push Back,Non A/C,405,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:20:00,5:00:00,06h 40m,Guntur,3.7,500,22,APSRTC,Government Bus,Push Back,Non A/C,400,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,5:15:00,07h 15m,RTC Bus Stand,3.2,1049,26,APSRTC,Government Bus,Push Back,Non A/C,435,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Scania AC Multi Axle Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,5:30:00,07h 00m,Brindavan Gardens,5,600,17,APSRTC,Government Bus,Push Back,Non A/C,420,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,5:30:00,06h 15m,Budampadu,4.5,599,18,APSRTC,Government Bus,Push Back,Non A/C,375,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:00:00,07h 00m,Guntur,4.9,580,17,APSRTC,Government Bus,Push Back,Non A/C,420,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:15:00,4:55:00,05h 40m,RTC Bus Stand,3.1,590,21,APSRTC,Government Bus,Push Back,Non A/C,340,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Semi Sleeper / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:30:00,06h 30m,RTC Bus Stand,2.8,500,36,APSRTC,Government Bus,Push Back,Non A/C,390,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:57:00,4:00:00,06h 03m,POLICE PARADE GROUND,4.3,550,26,APSRTC,Government Bus,Push Back,Non A/C,363,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,5:00:00,05h 50m,Rtc Bus Stand,3.5,599,19,APSRTC,Government Bus,Push Back,Non A/C,350,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,5:00:00,05h 50m,Rtc Bus Stand,2.5,349,33,APSRTC,Government Bus,Push Back,Non A/C,350,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,6:00:00,07h 45m,JNTU,3.2,500,24,APSRTC,Government Bus,Push Back,Non A/C,465,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:10:00,4:50:00,05h 40m,RTC Bus Stand,2.8,590,26,APSRTC,Government Bus,Push Back,Non A/C,340,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),21:25:00,6:50:00,09h 25m,Brindavan Gardens,2.6,790,15,APSRTC,Government Bus,Push Back,Non A/C,565,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,5:30:00,07h 15m,BUS STAND,2.7,3000,40,APSRTC,Government Bus,Push Back,Non A/C,435,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:00:00,6:00:00,08h 00m,Brindavan Gardens,2.3,550,21,APSRTC,Government Bus,Push Back,Non A/C,480,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),14:45:00,21:30:00,06h 45m,RTC Bus Stand,2.9,790,11,APSRTC,Government Bus,Push Back,Non A/C,405,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:15:00,4:50:00,06h 35m,RTC Bus Stand,2.4,590,17,APSRTC,Government Bus,Push Back,Non A/C,395,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:30:00,06h 30m,GUNTUR,1.8,428,26,APSRTC,Government Bus,Push Back,Non A/C,390,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Volvo Multi-Axle Sleeper A/C (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,5:45:00,07h 15m,RTC Bus Stand,3.3,700,31,APSRTC,Government Bus,Push Back,Non A/C,435,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,NON A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,5:45:00,06h 45m,RTC Bus Stand,3.2,650,34,APSRTC,Government Bus,Push Back,Non A/C,405,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),23:00:00,6:20:00,07h 20m,JNTU,3.4,390,23,APSRTC,Government Bus,Push Back,Non A/C,440,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Non A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:30:00,5:00:00,06h 30m,Opp RTC Bus Stand,2.7,399,27,APSRTC,Government Bus,Push Back,Non A/C,390,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,A/C Seater / Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:35:00,5:40:00,07h 05m,Kakani,2.1,699,34,APSRTC,Government Bus,Push Back,Non A/C,425,Guntur (Andhra Pradesh),Hyderabad
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,Volvo Multi-Axle A/C Sleeper (2+1),Super Luxury (Non AC Seater 2+2 Push Back),22:45:00,5:30:00,06h 45m,Brindavan Gardens,2.9,700,31,APSRTC,Government Bus,Push Back,Non A/C,405,Guntur (Andhra Pradesh),Hyderabad
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:00:00,6:00:00,08h 00m,Police Control Room,4.6,557,18,Svkdt travels,Private Bus,Seater / Sleeper,AC,480,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),23:45:00,6:20:00,06h 35m,Benz Circle,4.7,689,26,Svkdt travels,Private Bus,Seater / Sleeper,AC,395,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Bharat Benz A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),22:51:00,7:00:00,08h 09m,Tadepalli,4.5,670,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,489,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:45:00,6:25:00,06h 40m,Benz Circle,4.5,659,25,Svkdt travels,Private Bus,Seater / Sleeper,AC,400,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),22:20:00,6:33:00,08h 13m,Tadepalli,4.6,630,25,Svkdt travels,Private Bus,Seater / Sleeper,AC,493,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:30:00,6:55:00,07h 25m,Police Control Room,4.5,574,13,Svkdt travels,Private Bus,Seater / Sleeper,AC,445,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,AC Sleeper (2+1),A/C Seater / Sleeper (2+1),23:15:00,5:55:00,06h 40m,Benz Circle,4.4,651,23,Svkdt travels,Private Bus,Seater / Sleeper,AC,400,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Bharat Benz A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),23:05:00,7:00:00,07h 55m,Benz Circle,4.5,733,25,Svkdt travels,Private Bus,Seater / Sleeper,AC,475,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:30:00,5:55:00,07h 25m,NTR Circle,4.3,574,23,Svkdt travels,Private Bus,Seater / Sleeper,AC,445,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),20:00:00,3:45:00,07h 45m,Rtc bus stand,4.4,427,23,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),21:00:00,4:45:00,07h 45m,Rtc bus stand,4.3,474,18,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),20:45:00,4:30:00,07h 45m,Police Control Room,4.3,574,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),21:25:00,5:15:00,07h 50m,Police Control Room,4.2,810,14,Svkdt travels,Private Bus,Seater / Sleeper,AC,470,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:30:00,5:45:00,07h 15m,Hanumanpet,4,470,33,Svkdt travels,Private Bus,Seater / Sleeper,AC,435,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),23:30:00,7:15:00,07h 45m,Rtc bus stand,3.9,474,20,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:00:00,4:40:00,07h 40m,Hanumanpet,4.2,495,20,Svkdt travels,Private Bus,Seater / Sleeper,AC,460,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:00:00,6:30:00,07h 30m,Vijayawada Old Bus Stand,3.9,550,33,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:10:00,5:30:00,06h 20m,Old Bus Stand,4.1,520,30,Svkdt travels,Private Bus,Seater / Sleeper,AC,380,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:20:00,5:30:00,07h 10m,Vijayawada Old Bus Stand,3.9,570,32,Svkdt travels,Private Bus,Seater / Sleeper,AC,430,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:00:00,5:30:00,08h 30m,Hanumanpet,4,470,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,510,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),15:00:00,23:25:00,08h 25m,Rtc bus stand,3.7,427,23,Svkdt travels,Private Bus,Seater / Sleeper,AC,505,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),21:30:00,5:15:00,07h 45m,Hanumanpet,3.9,630,25,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:30:00,5:15:00,07h 45m,Old RTC Bus Stand,3.5,550,32,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater (2+2),A/C Seater / Sleeper (2+1),21:45:00,5:30:00,07h 45m,Rtc bus stand,4.4,427,30,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:25:00,4:45:00,07h 20m,Old RTC Bus Stand,4.3,495,17,Svkdt travels,Private Bus,Seater / Sleeper,AC,440,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:30:00,6:30:00,07h 00m,Ramavarapadu Ring Road,3.9,500,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,420,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:20:00,6:10:00,06h 50m,Vijayawada Old Bus Stand,3.9,470,30,Svkdt travels,Private Bus,Seater / Sleeper,AC,410,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),20:45:00,5:30:00,08h 45m,Tadepalli,3.3,890,20,Svkdt travels,Private Bus,Seater / Sleeper,AC,525,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:59:00,8:15:00,08h 16m,GANNAVARAM,3.6,800,43,Svkdt travels,Private Bus,Seater / Sleeper,AC,496,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),21:30:00,5:30:00,08h 00m,Old RTC Bus Stand,3.1,810,18,Svkdt travels,Private Bus,Seater / Sleeper,AC,480,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:00:00,5:15:00,08h 15m,Old RTC Bus Stand,3,585,32,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:15:00,5:00:00,05h 45m,NIDAMANURU,4.2,1449,7,Svkdt travels,Private Bus,Seater / Sleeper,AC,345,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:30:00,5:45:00,08h 15m,Hanumanpet,3.3,600,32,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,AC Sleeper (2+1),A/C Seater / Sleeper (2+1),23:25:00,6:40:00,07h 15m,Mangalgiri Bypass,4.9,675,32,Svkdt travels,Private Bus,Seater / Sleeper,AC,435,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),22:40:00,6:00:00,07h 20m,Benz Circel,0,3999,44,Svkdt travels,Private Bus,Seater / Sleeper,AC,440,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater/Sleeper (2+1),A/C Seater / Sleeper (2+1),15:57:00,11:47:00,0-5h 0-10m,Vaaradi Circle,0,3999,44,Svkdt travels,Private Bus,Seater / Sleeper,AC,310,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Semi Sleeper (2+2),A/C Seater / Sleeper (2+1),21:30:00,5:00:00,07h 30m,Ankammatalli Temple,0,5000,40,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:45:00,5:00:00,06h 15m,Ramavarapadu Ring Road,4.5,700,18,Svkdt travels,Private Bus,Seater / Sleeper,AC,375,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),20:12:00,4:15:00,08h 03m,Edupugallu,3.6,550,29,Svkdt travels,Private Bus,Seater / Sleeper,AC,483,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:15:00,5:10:00,07h 55m,VJA RTC BUS STAND,3.5,524,22,Svkdt travels,Private Bus,Seater / Sleeper,AC,475,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),19:45:00,4:00:00,08h 15m,Hanumanpet,3.4,470,16,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),22:00:00,6:45:00,08h 45m,Hanumanpet,3.4,800,26,Svkdt travels,Private Bus,Seater / Sleeper,AC,525,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:30:00,7:00:00,07h 30m,Varadhi,3.2,700,8,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),20:00:00,5:00:00,09h 00m,Hanumanpet,3.8,500,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,540,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Electric A/C Seater (2+2),A/C Seater / Sleeper (2+1),10:39:00,18:25:00,07h 46m,Vijayawada Airport,3.5,427,1,Svkdt travels,Private Bus,Seater / Sleeper,AC,466,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),20:00:00,4:20:00,08h 20m,Benz Circle,2.9,524,18,Svkdt travels,Private Bus,Seater / Sleeper,AC,500,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),0:30:00,7:20:00,06h 50m,NTR Circle,3.2,600,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,410,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Volvo Multi Axle Sleeper B11R (2+1),A/C Seater / Sleeper (2+1),23:45:00,7:30:00,07h 45m,Benz Circle,2.7,900,33,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),18:45:00,3:10:00,08h 25m,Hanumanpet,4.1,500,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,505,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Seater Push Back (2+2),A/C Seater / Sleeper (2+1),19:00:00,3:05:00,08h 05m,Old RTC Bus Stand,3.7,495,35,Svkdt travels,Private Bus,Seater / Sleeper,AC,485,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:30:00,5:30:00,08h 00m,Hanumanpet,2.5,470,25,Svkdt travels,Private Bus,Seater / Sleeper,AC,480,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),21:55:00,5:25:00,07h 30m,Tadepalli,3,890,22,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Seater/ Sleeper (2+1),A/C Seater / Sleeper (2+1),21:15:00,5:30:00,08h 15m,NTR Circle,3.1,600,36,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),23:05:00,7:00:00,07h 55m,Tadepalli,2.5,890,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,475,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),19:00:00,3:30:00,08h 30m,Hanumanpet,3,470,30,Svkdt travels,Private Bus,Seater / Sleeper,AC,510,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Hi-Tech Push Back (2+2),A/C Seater / Sleeper (2+1),22:00:00,5:45:00,07h 45m,Hanumanpet,3.8,495,31,Svkdt travels,Private Bus,Seater / Sleeper,AC,465,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:55:00,7:00:00,07h 05m,Benz Circle,3.7,800,35,Svkdt travels,Private Bus,Seater / Sleeper,AC,425,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:00:00,5:00:00,07h 00m,Old RTC Bus Stand,3.1,780,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,420,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),20:00:00,4:05:00,08h 05m,Hanumanpet,3.2,495,29,Svkdt travels,Private Bus,Seater / Sleeper,AC,485,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),23:45:00,7:15:00,07h 30m,Tadepalli,2.6,1090,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Seater/ Sleeper (2+1),A/C Seater / Sleeper (2+1),23:20:00,6:30:00,07h 10m,NTR Circle,2.5,700,20,Svkdt travels,Private Bus,Seater / Sleeper,AC,430,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:00:00,4:01:00,05h 01m,Benz Circle,4,912,24,Svkdt travels,Private Bus,Seater / Sleeper,AC,301,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),18:15:00,4:15:00,10h 00m,Hanumanpet,3.1,470,33,Svkdt travels,Private Bus,Seater / Sleeper,AC,600,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),23:30:00,6:00:00,06h 30m,Ramavarapadu Ring Road,3,680,29,Svkdt travels,Private Bus,Seater / Sleeper,AC,390,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),19:00:00,5:00:00,10h 00m,Benz Circle,3.4,899,19,Svkdt travels,Private Bus,Seater / Sleeper,AC,600,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),19:45:00,4:50:00,09h 05m,Hanumanpet,2.6,495,21,Svkdt travels,Private Bus,Seater / Sleeper,AC,545,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,Non A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),22:50:00,7:05:00,08h 15m,Mangalgiri Bypass,2.3,570,33,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,NON A/C Seater/ Sleeper (2+1),A/C Seater / Sleeper (2+1),22:30:00,6:00:00,07h 30m,Varadhi,2.3,600,26,Svkdt travels,Private Bus,Seater / Sleeper,AC,450,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),A/C Seater / Sleeper (2+1),21:00:00,5:15:00,08h 15m,Hanumanpet,2.3,600,13,Svkdt travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),A/C Seater / Sleeper (2+1),23:40:00,6:00:00,06h 20m,Ramavarapadu Ring Road,2.7,1199,9,Svkdt travels,Private Bus,Seater / Sleeper,AC,380,Vijayawada,Visakhapatnam
