route_Name,busname,bustype,starttime,endtime,duration,dploc,ratings,fare,seats
Vijayawada to Hyderabad,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),11:20,17:00,05h 40m,PNBS-VJA,2.1,INR 480,12 Seats available
Vijayawada to Hyderabad,TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),12:10,16:40,04h 30m,PNBS-VJA,3.1,INR 480,13 Seats available
Vijayawada to Hyderabad,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,18:30,06h 10m,PNBS-VJA,2.1,INR 396,6 Seats available
Vijayawada to Hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40,17:10,04h 30m,PNBS-VJA,2.7,INR 480,13 Seats available
Vijayawada to Hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,19:10,06h 10m,PNBS-VJA,1.7,INR 480,6 Seats available
Vijayawada to Hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:10,06h 10m,PNBS-VJA,2.7,INR 396,4 Seats available
Vijayawada to Hyderabad,TSRTC - 18762,eGARUDA,13:30,19:50,06h 20m,PNBS-VJA,3.5,INR 533,7 Seats available
Vijayawada to Hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:30,04h 50m,PNBS-VJA,3.3,INR 396,10 Seats available
Vijayawada to Hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00,19:40,05h 40m,PNBS-VJA,2.7,INR 480,6 Seats available
Vijayawada to Hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:30,06h 10m,PNBS-VJA,3.5,INR 396,3 Seats available
Vijayawada to Hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,21:00,06h 10m,PNBS-VJA,3.3,INR 396,16 Seats available
Vijayawada to Hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:00,06h 00m,PNBS-VJA,3.9,INR 533,6 Seats available
Vijayawada to Hyderabad,TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),15:20,20:10,04h 50m,PNBS-VJA,1.5,INR 480,10 Seats available
Vijayawada to Hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30,22:00,06h 30m,Auto Nagar,2.9,INR 480,5 Seats available
Vijayawada to Hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,21:40,06h 00m,PNBS-VJA,2.9,INR 480,5 Seats available
Vijayawada to Hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,20:50,05h 00m,PNBS-VJA,4.4,INR 396,10 Seats available
Vijayawada to Hyderabad,TSRTC - 12962,eGARUDA,16:00,22:10,06h 10m,PNBS-VJA,3.7,INR 533,5 Seats available
Vijayawada to Hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,22:20,06h 10m,PNBS-VJA,2.7,INR 396,8 Seats available
Vijayawada to Hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,22:35,05h 55m,PNBS-VJA,3.4,INR 533,9 Seats available
Vijayawada to Hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,21:40,04h 50m,PNBS-VJA,3.3,INR 396,23 Seats available
Vijayawada to Hyderabad,TSRTC - 12162,eGARUDA,17:00,23:10,06h 10m,PNBS-VJA,3.5,INR 533,6 Seats available
Vijayawada to Hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,21:50,04h 40m,PNBS-VJA,4.1,INR 396,20 Seats available
Vijayawada to Hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,23:00,05h 40m,PNBS-VJA,3.6,INR 533,15 Seats available
Vijayawada to Hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:40,04h 50m,PNBS-VJA,3.7,INR 396,9 Seats available
Vijayawada to Hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00,23:40,05h 40m,PNBS-VJA,3.6,INR 480,11 Seats available
Vijayawada to Hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,23:35,05h 30m,PNBS-VJA,4.2,INR 396,12 Seats available
Vijayawada to Hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,23:00,04h 50m,PNBS-VJA,2.3,INR 396,25 Seats available
Vijayawada to Hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20,22:50,04h 30m,PNBS-VJA,3.6,INR 533,22 Seats available
Vijayawada to Hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:45,06h 15m,PNBS-VJA,3.4,INR 405,16 Seats available
Vijayawada to Hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:00,06h 10m,PNBS-VJA,4.7,INR 396,22 Seats available
Vijayawada to Hyderabad,TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),19:00,00:35,05h 35m,PNBS-VJA,1.9,INR 480,20 Seats available
Vijayawada to Hyderabad,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30,02:00,06h 30m,Auto Nagar,2.5,INR 480,11 Seats available
Vijayawada to Hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:40,06h 10m,PNBS-VJA,3.5,INR 396,13 Seats available
Vijayawada to Hyderabad,TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40,01:20,05h 40m,PNBS-VJA,3.7,INR 533,31 Seats available
Vijayawada to Hyderabad,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,02:00,06h 10m,PNBS-VJA,3.9,INR 396,10 Seats available
Vijayawada to Hyderabad,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00,01:40,05h 40m,PNBS-VJA,3.8,INR 533,13 Seats available
Vijayawada to Hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:30,06h 00m,PNBS-VJA,4.7,INR 396,1 Seat available
Vijayawada to Hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40,02:15,05h 35m,PNBS-VJA,2.6,INR 480,2 Seats available
Vijayawada to Hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,02:15,05h 30m,PNBS-VJA,3.4,INR 500,3 Seats available
Vijayawada to Hyderabad,TSRTC - 13762,eGARUDA,21:00,03:10,06h 10m,PNBS-VJA,4.4,INR 533,3 Seats available
Vijayawada to Hyderabad,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:45,04h 35m,PNBS-VJA,3.5,INR 396,2 Seats available
Vijayawada to Hyderabad,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:45,06h 00m,PNBS-VJA,4.4,INR 396,2 Seats available
Vijayawada to Hyderabad,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:00,06h 30m,PNBS-VJA,2.4,INR 750,4 Seats available
Vijayawada to Hyderabad,TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),23:10,03:45,04h 35m,PNBS-VJA,3.5,INR 533,2 Seats available
Vijayawada to Hyderabad,APSRTC - 9356,Super Luxury (Non AC Seater 2+2 Push Back),11:30,18:05,06h 35m,Auto Nagar,4.0,INR 469,25 Seats available
Vijayawada to Hyderabad,APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30,16:30,05h 00m,Rtc bus stand,3.7,INR 670,5 Seats available
Vijayawada to Hyderabad,APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,18:25,06h 10m,Rtc bus stand,3.7,INR 720,3 Seats available
Vijayawada to Hyderabad,APSRTC - 3601,Super Luxury (Non AC Seater 2+2 Push Back),12:30,20:35,08h 05m,Auto Nagar,2.5,INR 469,16 Seats available
Vijayawada to Hyderabad,APSRTC - 3515,Super Luxury (Non AC Seater 2+2 Push Back),13:00,21:00,08h 00m,Auto Nagar,2.0,INR 469,10 Seats available
Vijayawada to Hyderabad,APSRTC - 35117,INDRA(A.C. Seater),13:00,19:09,06h 09m,Rtc bus stand,3.2,INR 567,2 Seats available
Vijayawada to Hyderabad,APSRTC - 3823,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:45,06h 45m,Rtc bus stand,2.9,INR 469,2 Seats available
Vijayawada to Hyderabad,APSRTC - 3562,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:35,06h 35m,Auto Nagar,2.7,INR 436,10 Seats available
Vijayawada to Hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00,20:04,06h 04m,Rtc bus stand,4.2,INR 720,1 Seat available
Vijayawada to Hyderabad,APSRTC - 3549,Super Luxury (Non AC Seater 2+2 Push Back),14:30,21:00,06h 30m,Auto Nagar,4.6,INR 436,19 Seats available
Vijayawada to Hyderabad,APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:30,06h 00m,Rtc bus stand,3.8,INR 720,1 Seat available
Vijayawada to Hyderabad,APSRTC - 3825,Super Luxury (Non AC Seater 2+2 Push Back),14:30,21:00,06h 30m,Rtc bus stand,2.8,INR 469,2 Seats available
Vijayawada to Hyderabad,APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00,20:00,05h 00m,Rtc bus stand,4.3,INR 670,4 Seats available
Vijayawada to Hyderabad,APSRTC - 3525,Super Luxury (Non AC Seater 2+2 Push Back),15:00,23:00,08h 00m,Auto Nagar,3.7,INR 469,18 Seats available
Vijayawada to Hyderabad,APSRTC - 35061,Super Luxury (Non AC Seater 2+2 Push Back),15:15,23:15,08h 00m,NIDAMANUR,4.0,INR 469,13 Seats available
Vijayawada to Hyderabad,APSRTC - 99611,Super Luxury (Non AC Seater 2+2 Push Back),15:20,19:50,04h 30m,Rtc bus stand,4.0,INR 436,16 Seats available
Vijayawada to Hyderabad,APSRTC - 4052,Super Luxury (Non AC Seater 2+2 Push Back),15:30,22:00,06h 30m,Auto Nagar,3.8,INR 436,31 Seats available
Vijayawada to Hyderabad,APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30,21:25,05h 55m,Rtc bus stand,4.2,INR 720,3 Seats available
Vijayawada to Hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,Rtc bus stand,4.5,INR 720,6 Seats available
Vijayawada to Hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,Rtc bus stand,3.2,INR 720,3 Seats available
Vijayawada to Hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,Rtc bus stand,4.3,INR 720,9 Seats available
Vijayawada to Hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,00:30,06h 00m,Rtc bus stand,3.8,INR 720,7 Seats available
Vijayawada to Hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,01:05,04h 35m,Rtc bus stand,3.9,INR 670,6 Seats available
Vijayawada to Hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00,04:25,06h 25m,Rtc bus stand,3.0,INR 567,1 Seat available
Vijayawada to Hyderabad,APSRTC - 95511,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:17,05:25,07h 08m,PORANKI,*,INR 462,1 Seat available
Vijayawada to Hyderabad,APSRTC - 952040,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:45,06h 15m,Rtc bus stand,2.1,INR 444,1 Seat available
Vijayawada to Hyderabad,APSRTC - 952046,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:20,06h 35m,Rtc bus stand,4.0,INR 444,1 Seat available
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,Benz Circle,4.7,INR 1143,25 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,Benz Circle,4.7,INR 1275,24 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20,23:15,06h 55m,Varadhi,4.7,550,27 Seats available
Vijayawada to Hyderabad,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,06:05,06h 25m,Benz Circle,4.7,INR 1050,21 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:30,05:20,06h 50m,Tadepalli,4.6,1709,16 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30,04:05,06h 35m,Tadepalli,4.6,730,21 Seats available
Vijayawada to Hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:55,06h 10m,Benz Circle,4.7,INR 1049,15 Seats available
Vijayawada to Hyderabad,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,05:17,05h 52m,Benz Circle,4.7,1529,14 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30,00:05,06h 35m,Rtc bus stand,4.6,1282,38 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,Benz Circle,4.6,INR 1040,20 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:00,18:10,07h 10m,Rtc bus stand,4.6,750,2 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),10:15,17:00,06h 45m,Bhavanipuram,4.6,660,1 Seat available
Vijayawada to Hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,05:40,06h 50m,Benz Circle,4.6,1170,25 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,NTR Circle,4.5,INR 972,31 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),12:30,17:40,05h 10m,Rtc bus stand,4.5,900,6 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),21:50,04:05,06h 15m,NTR Circle,4.4,984,20 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:40,06:30,06h 50m,Benz Circle,4.4,INR 1506,18 Seats available
Vijayawada to Hyderabad,Svkdt travels,A/C Sleeper (2+1),23:20,06:14,06h 54m,NTR Circle,4.4,INR 1390,3 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:40,19:10,07h 30m,Rtc bus stand,4.6,550,5 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,05:55,06h 30m,Benz Circle - Reliance trends,4.5,1519,25 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,NTR Circle,4.2,1036,12 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:35,05:10,06h 35m,NTR Circle,4.3,1264,4 Seats available
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:45,06:15,06h 30m,Tadepalli,4.3,1282,22 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,06:30,07h 30m,NTR Circle,4.2,1036,10 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:20,05:55,06h 35m,Benz Circle,4.3,INR 1722,20 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,05:35,05h 50m,VJA RTC BUS STAND,4.3,INR 1490,12 Seats available
Vijayawada to Hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:24,05:43,06h 19m,Tadepalli,4.2,INR 1200,24 Seats available
Vijayawada to Hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,04:57,06h 57m,NTR Circle,4.5,INR 980,2 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:25,06:55,07h 30m,NTR Circle,4.1,984,18 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),21:30,05:20,07h 50m,NTR Circle,4.2,1066,6 Seats available
Vijayawada to Hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06:15,06h 25m,Ramavarapadu Ring Road,4.6,INR 2080,17 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),10:35,18:00,07h 25m,NTR Circle,4.1,664,5 Seats available
Vijayawada to Hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,05:50,06h 50m,NTR Circle,4.1,INR 1450,6 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),14:35,22:00,07h 25m,NTR Circle,4.0,854,6 Seats available
Vijayawada to Hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:25,05:40,06h 15m,Rtc bus stand,4.5,INR 1335,22 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),11:35,19:00,07h 25m,NTR Circle,4.0,664,8 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,05:45,06h 15m,Gollapudi,4.2,INR 1222,1 Seat available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),10:05,17:50,07h 45m,NTR Circle,4.2,664,1 Seat available
Vijayawada to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:45,06:00,06h 15m,Tadepalli,4.3,INR 1778,17 Seats available
Vijayawada to Hyderabad,Tirumala Xpress,A/C Sleeper (2+1),23:20,06:10,06h 50m,Benz Circle,4.0,INR 1399,10 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:45,05:57,07h 12m,Varadhi Circle,4.1,949,7 Seats available
Vijayawada to Hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,05:50,06h 45m,NTR Circle,4.0,INR 1290,12 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),23:20,05:25,06h 05m,Sithara Center,3.9,INR 1111,15 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),16:00,22:42,06h 42m,Rtc bus stand,4.2,912,5 Seats available
Vijayawada to Hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),23:15,05:45,06h 30m,NTR Circle,3.8,INR 949,1 Seat available
Vijayawada to Hyderabad,Royal Varma Travels,A/C Sleeper (2+1),22:28,05:17,06h 49m,NTR Circle,4.5,INR 2000,3 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:59,07:12,07h 13m,Varadhi Circle,3.8,949,15 Seats available
Vijayawada to Hyderabad,VR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:10,06h 11m,Old Bus Stand,*,INR 4000,40 Seats available
Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,NTR Circle,3.8,INR 1110,7 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,06:02,06h 52m,Benz Circle,3.8,INR 1500,11 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:40,05:50,07h 10m,Tadepalli,3.8,INR 1290,5 Seats available
Vijayawada to Hyderabad,Pavan Tours and Travels,A/C Sleeper (2+1),23:10,05:15,06h 05m,Kummaripalem,4.6,1367,3 Seats available
Vijayawada to Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),22:57,05:30,06h 33m,NTR Circle,4.2,INR 1480,11 Seats available
Vijayawada to Hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),23:00,04:45,05h 45m,Benz Circle,4.2,INR 1222,1 Seat available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:50,07:12,07h 22m,Ramavarapadu Ring Road,3.9,1234,7 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,06:45,07h 30m,NTR Circle,3.4,INR 1300,17 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:45,06:15,06h 30m,NTR Circle,3.4,INR 1800,18 Seats available
Vijayawada to Hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),23:10,05:47,06h 37m,Bandar Road,4.3,INR 1390,8 Seats available
Vijayawada to Hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:20,06:00,07h 40m,Panamaluru,3.9,INR 976,18 Seats available
Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:35,06:27,06h 52m,Rtc bus stand,4.0,1536,5 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,05:45,05h 50m,NTR Circle,3.4,INR 1600,9 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:00,05:30,06h 30m,NTR Circle,3.6,INR 1600,24 Seats available
Vijayawada to Hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),23:45,05:48,06h 03m,Ramavarapadu Ring Road,4.9,1804,5 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:10,05:35,06h 25m,Benz Circle,3.2,INR 1390,1 Seat available
Vijayawada to Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,05:26,06h 06m,NTR Circle,3.5,INR 1699,4 Seats available
Vijayawada to Hyderabad,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:55,06:00,06h 05m,Ramavarapadu Ring Road,3.9,INR 1700,24 Seats available
Vijayawada to Hyderabad,Eswar Travels,A/C Seater / Sleeper (2+1),22:55,05:50,06h 55m,NTR Circle,3.9,INR 1799,1 Seat available
Vijayawada to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,Ramavarapadu Ring Road,3.4,INR 1190,6 Seats available
Vijayawada to Hyderabad,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,05:45,07h 10m,NTR Circle,3.9,INR 1780,11 Seats available
Vijayawada to Hyderabad,Zingbus Plus,A/C Sleeper (2+1),23:55,06:50,06h 55m,Benz Circle,4.0,2602,16 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:00,05:30,06h 30m,NTR Circle,2.8,INR 1600,28 Seats available
Vijayawada to Hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,05:35,06h 55m,Auto Nagar,3.8,INR 999,4 Seats available
Vijayawada to Hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),00:30,05:15,04h 45m,Ramavarappadu Ring,4.0,INR 1199,22 Seats available
Vijayawada to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,Ramavarapadu Ring Road,3.5,INR 1290,18 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:15,05:15,07h 00m,Ramavarapadu Ring Road,3.0,INR 1590,1 Seat available
Vijayawada to Hyderabad,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,06:00,06h 05m,Old RTC Bus Stand,3.2,INR 1490,6 Seats available
Vijayawada to Hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),23:20,06:10,06h 50m,Ramavarapadu Ring Road,3.8,1187,23 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:30,06:00,07h 30m,Tadepalli,2.4,INR 1190,2 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:50,06:15,06h 25m,Ramavarapadu Ring Road,2.9,INR 1690,4 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,NTR Circle,2.7,INR 1800,19 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:30,07:20,06h 50m,NTR Circle,3.1,INR 1300,33 Seats available
Vijayawada to Hyderabad,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),22:35,05:15,06h 40m,NTR Circle,4.6,INR 1200,8 Seats available
Vijayawada to Hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:55,06:40,06h 45m,Ramavarapadu Ring Road,3.2,INR 1999,4 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:45,07:00,06h 15m,NTR Circle,3.3,INR 2300,25 Seats available
Vijayawada to Hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),23:20,06:20,07h 00m,Ramavarapadu Ring Road,3.2,INR 1439,11 Seats available
Vijayawada to Hyderabad,Komali Travels,Non A/C Seater / Sleeper (2+1),00:29,07:00,06h 31m,Bus stand,4.0,INR 1340,15 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,06:25,06h 30m,KEASARAPALLI,3.8,INR 990,2 Seats available
Vijayawada to Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,05:25,06h 10m,Old RTC Bus Stand,2.6,INR 1300,21 Seats available
Vijayawada to Hyderabad,Varun Travels,Scania AC Multi Axle Sleeper (2+1),23:25,05:10,05h 45m,Kummaripalem,3.8,INR 1550,14 Seats available
Vijayawada to Hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,Benz Circle,3.3,INR 1110,6 Seats available
Vijayawada to Hyderabad,YNR Travels,A/C Sleeper (2+1),16:15,23:00,06h 45m,VARADI,4.4,1282,16 Seats available
Vijayawada to Hyderabad,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),22:59,06:10,07h 11m,NTR Circle,4.3,INR 1300,9 Seats available
Vijayawada to Hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,07:10,07h 11m,Benz Circle,3.8,INR 1780,21 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:10,06:25,07h 15m,Varadhi,3.5,INR 1590,1 Seat available
Vijayawada to Hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),00:25,06:30,06h 05m,Ramavarapadu Ring Road,2.6,INR 1390,29 Seats available
Vijayawada to Hyderabad,Moonlight Travels,A/C Sleeper (2+1),23:00,06:05,07h 05m,Varadhi,2.4,INR 1500,6 Seats available
Vijayawada to Hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),23:45,05:55,06h 10m,Ramavarapadu Ring Road,2.7,1415,8 Seats available
