state,route_name,busname,bustype,departing_time,reaching_time,duration,dploc,star_rating,price,seats_available,transport,transport_mode,Seat_Type,Actype,dur_in_min,from,to
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00,20:04,06h 04m,Rtc bus stand,4.0,720.0,11,APSRTC,Government Bus,Unknown,AC,364,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:35,06h 35m,Auto Nagar,2.7,436.0,33,APSRTC,Government Bus,Push Back,AC,395,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:30,06h 00m,Rtc bus stand,3.8,720.0,19,APSRTC,Government Bus,Unknown,AC,360,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,Rtc bus stand,2.8,469.0,31,APSRTC,Government Bus,Push Back,AC,390,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,Auto Nagar,4.6,436.0,30,APSRTC,Government Bus,Push Back,AC,390,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,23:00,08h 00m,Auto Nagar,3.7,469.0,33,APSRTC,Government Bus,Push Back,AC,480,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00,20:00,05h 00m,Rtc bus stand,3.9,670.0,34,APSRTC,Government Bus,Unknown,AC,300,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,23:15,08h 00m,NIDAMANUR,4.0,469.0,33,APSRTC,Government Bus,Push Back,AC,480,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30,21:25,05h 55m,Rtc bus stand,4.0,720.0,17,APSRTC,Government Bus,Unknown,AC,355,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,22:00,06h 30m,Auto Nagar,3.8,436.0,31,APSRTC,Government Bus,Push Back,AC,390,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35271,INDRA(A.C. Seater),16:00,21:50,05h 50m,Rtc bus stand,3.3,567.0,29,APSRTC,Government Bus,Seater,AC,350,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,Rtc bus stand,4.4,720.0,18,APSRTC,Government Bus,Unknown,AC,355,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,Rtc bus stand,3.4,720.0,27,APSRTC,Government Bus,Unknown,AC,350,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,Rtc bus stand,4.3,720.0,31,APSRTC,Government Bus,Unknown,AC,352,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,00:30,06h 00m,Rtc bus stand,4.0,720.0,42,APSRTC,Government Bus,Unknown,AC,360,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,02:42,07h 42m,Auto Nagar,3.1,469.0,31,APSRTC,Government Bus,Push Back,AC,462,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 9316,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,04:10,07h 50m,Auto Nagar,4.1,469.0,18,APSRTC,Government Bus,Push Back,AC,470,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,01:05,04h 35m,Rtc bus stand,3.9,670.0,31,APSRTC,Government Bus,Unknown,AC,275,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4046,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:40,06h 40m,Auto Nagar,4.2,469.0,14,APSRTC,Government Bus,Push Back,AC,400,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 9651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:41,07h 41m,Auto Nagar,4.8,469.0,20,APSRTC,Government Bus,Push Back,AC,461,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 9654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05:20,07h 40m,Auto Nagar,2.6,469.0,18,APSRTC,Government Bus,Push Back,AC,460,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 40568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:42,06:00,08h 18m,PRODDUTUR X ROAD-VJA,4.5,469.0,25,APSRTC,Government Bus,Push Back,AC,498,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:50,05h 05m,Rtc bus stand,4.2,469.0,19,APSRTC,Government Bus,Push Back,AC,305,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,02:20,04h 35m,Rtc bus stand,4.7,781.0,16,APSRTC,Government Bus,Sleeper,AC,275,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 38201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:52,04:00,06h 08m,PORANKI,4.0,469.0,13,APSRTC,Government Bus,Push Back,AC,368,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:42,05h 42m,Rtc bus stand,4.3,720.0,36,APSRTC,Government Bus,Unknown,AC,342,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:25,06h 25m,Auto Nagar,3.8,469.0,19,APSRTC,Government Bus,Push Back,AC,385,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00,04:25,06h 25m,Rtc bus stand,3.0,567.0,17,APSRTC,Government Bus,Seater,AC,385,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:20,06h 20m,Auto Nagar,4.6,469.0,16,APSRTC,Government Bus,Push Back,AC,380,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35118,INDRA(A.C. Seater),22:05,04:50,06h 45m,NIDAMANUR,4.0,567.0,28,APSRTC,Government Bus,Seater,AC,405,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4792,INDRA(A.C. Seater),22:05,05:10,07h 05m,Enikepadu,3.3,567.0,14,APSRTC,Government Bus,Seater,AC,425,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,05:20,07h 15m,PORANKI,4.0,469.0,13,APSRTC,Government Bus,Push Back,AC,435,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,02:50,04h 35m,Rtc bus stand,3.7,781.0,26,APSRTC,Government Bus,Sleeper,AC,275,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:30,07h 15m,Auto Nagar,3.7,607.0,8,APSRTC,Government Bus,Sleeper,AC,435,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:40,06h 25m,PORANKI,4.0,720.0,35,APSRTC,Government Bus,Unknown,AC,385,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3635,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,04:55,06h 35m,Rtc bus stand,4.1,469.0,21,APSRTC,Government Bus,Push Back,AC,395,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,05:25,07h 00m,PORANKI,4.1,469.0,10,APSRTC,Government Bus,Push Back,AC,420,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 35063,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,06:10,07h 45m,GANGURU CHAITANYA COLLEGE-VJA,3.4,469.0,30,APSRTC,Government Bus,Push Back,AC,465,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04:10,05h 40m,Rtc bus stand,4.2,720.0,28,APSRTC,Government Bus,Unknown,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,04:25,05h 55m,PORANKI,4.3,607.0,9,APSRTC,Government Bus,Sleeper,AC,355,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3910,INDRA(A.C. Seater),22:30,03:05,04h 35m,Rtc bus stand,3.6,567.0,24,APSRTC,Government Bus,Seater,AC,275,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 95660,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,05:15,06h 35m,IBRAHIMPATNAM-VJA,2.2,446.0,15,APSRTC,Government Bus,Push Back,AC,395,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,04:16,05h 31m,Rtc bus stand,4.2,607.0,18,APSRTC,Government Bus,Sleeper,AC,331,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3838,VENNELA (A.C. SLEEPER),22:45,04:20,05h 35m,Rtc bus stand,3.3,839.0,15,APSRTC,Government Bus,Sleeper,AC,335,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3609,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:46,06:40,07h 54m,PRODDUTUR X ROAD-VJA,4.3,469.0,23,APSRTC,Government Bus,Push Back,AC,474,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,05:35,06h 40m,PORANKI,4.1,639.0,19,APSRTC,Government Bus,Sleeper,Unknown,400,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3961,INDRA(A.C. Seater),22:55,05:25,06h 30m,PORANKI,3.6,567.0,19,APSRTC,Government Bus,Seater,AC,390,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,06:15,07h 20m,PORANKI,4.4,469.0,4,APSRTC,Government Bus,Push Back,AC,440,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3968,INDRA(A.C. Seater),22:55,05:05,06h 10m,PORANKI,2.6,567.0,12,APSRTC,Government Bus,Seater,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,03:35,04h 35m,Rtc bus stand,4.2,781.0,14,APSRTC,Government Bus,Sleeper,AC,275,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:20,06h 20m,Rtc bus stand,3.5,469.0,10,APSRTC,Government Bus,Push Back,AC,380,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3569,INDRA(A.C. Seater),23:00,03:46,04h 46m,Rtc bus stand,4.2,567.0,18,APSRTC,Government Bus,Seater,AC,286,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:25,06h 25m,Auto Nagar,3.8,436.0,20,APSRTC,Government Bus,Push Back,AC,385,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:20,05h 20m,Rtc bus stand,4.4,469.0,16,APSRTC,Government Bus,Push Back,AC,320,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05,04:25,05h 20m,Rtc bus stand,3.7,839.0,4,APSRTC,Government Bus,Sleeper,AC,320,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,05:20,06h 15m,Enikepadu,4.4,720.0,21,APSRTC,Government Bus,Unknown,AC,375,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:50,06h 35m,Rtc bus stand,2.2,469.0,6,APSRTC,Government Bus,Push Back,AC,395,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:30,06h 15m,Rtc bus stand,4.0,469.0,11,APSRTC,Government Bus,Push Back,AC,375,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:07,05h 52m,Rtc bus stand,3.6,469.0,6,APSRTC,Government Bus,Push Back,AC,352,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3690,INDRA(A.C. Seater),23:16,06:00,06h 44m,PORANKI,3.4,567.0,21,APSRTC,Government Bus,Seater,AC,404,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,06:10,06h 45m,PORANKI,4.3,469.0,11,APSRTC,Government Bus,Push Back,AC,405,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:30,05h 00m,Rtc bus stand,4.0,436.0,21,APSRTC,Government Bus,Push Back,AC,300,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4995,INDRA(A.C. Seater),23:30,05:40,06h 10m,VIJAYAWADA AIR PORT GATE,4.5,567.0,11,APSRTC,Government Bus,Seater,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,05:35,06h 05m,Rtc bus stand,4.4,720.0,42,APSRTC,Government Bus,Unknown,AC,365,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:44,06h 14m,Rtc bus stand,3.9,469.0,12,APSRTC,Government Bus,Push Back,AC,374,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,05:10,05h 30m,Enikepadu,4.9,469.0,4,APSRTC,Government Bus,Push Back,AC,330,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,05:35,05h 55m,Rtc bus stand,4.6,720.0,23,APSRTC,Government Bus,Unknown,AC,355,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45,04:45,05h 00m,Rtc bus stand,4.4,781.0,16,APSRTC,Government Bus,Sleeper,AC,300,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 4369,INDRA(A.C. Seater),23:45,05:44,05h 59m,Rtc bus stand,3.1,567.0,9,APSRTC,Government Bus,Seater,AC,359,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50,05:25,05h 35m,Rtc bus stand,4.0,839.0,14,APSRTC,Government Bus,Sleeper,AC,335,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,14:20,01h 20m,PNBS-VJA,1.7,480.0,30,TSRTC,Government Bus,Semi Sleeper,AC,80,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:10,06h 10m,PNBS-VJA,2.7,396.0,30,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 18762,eGARUDA,13:30,19:50,06h 20m,PNBS-VJA,2.9,533.0,23,TSRTC,Government Bus,Unknown,Unknown,380,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:30,04h 50m,PNBS-VJA,2.6,396.0,31,TSRTC,Government Bus,Push Back,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:30,06h 10m,PNBS-VJA,3.5,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20,19:15,04h 55m,PNBS-VJA,2.1,480.0,35,TSRTC,Government Bus,Semi Sleeper,AC,295,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40,19:30,04h 50m,PNBS-VJA,2.5,480.0,32,TSRTC,Government Bus,Semi Sleeper,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,21:00,06h 10m,PNBS-VJA,3.7,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:00,06h 00m,PNBS-VJA,3.7,533.0,35,TSRTC,Government Bus,Unknown,AC,360,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,21:20,06h 10m,PNBS-VJA,4.1,396.0,25,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),15:20,20:10,04h 50m,PNBS-VJA,1.5,480.0,36,TSRTC,Government Bus,Semi Sleeper,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:40,06h 10m,PNBS-VJA,4.4,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30,22:00,06h 30m,Auto Nagar,2.8,480.0,28,TSRTC,Government Bus,Semi Sleeper,AC,390,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,21:40,06h 00m,PNBS-VJA,2.7,480.0,30,TSRTC,Government Bus,Semi Sleeper,AC,360,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,20:50,05h 00m,PNBS-VJA,4.7,396.0,31,TSRTC,Government Bus,Push Back,AC,300,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 12962,eGARUDA,16:00,22:10,06h 10m,PNBS-VJA,3.8,533.0,26,TSRTC,Government Bus,Unknown,Unknown,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,22:20,06h 10m,PNBS-VJA,3.1,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:40,06h 10m,PNBS-VJA,2.3,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,22:35,05h 55m,PNBS-VJA,3.3,533.0,41,TSRTC,Government Bus,Unknown,AC,355,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,21:40,04h 50m,PNBS-VJA,3.3,396.0,33,TSRTC,Government Bus,Push Back,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 12162,eGARUDA,17:05,23:10,06h 05m,Sithara Center,3.5,533.0,33,TSRTC,Government Bus,Unknown,Unknown,365,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:10,22:50,05h 40m,Gollapudi,3.6,533.0,41,TSRTC,Government Bus,Unknown,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,21:50,04h 40m,PNBS-VJA,4.2,396.0,32,TSRTC,Government Bus,Push Back,AC,280,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,23:00,05h 40m,PNBS-VJA,3.7,533.0,41,TSRTC,Government Bus,Unknown,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 4080,RAJDHANI (A.C. Semi Sleeper),17:40,23:20,05h 40m,PNBS-VJA,2.3,480.0,34,TSRTC,Government Bus,Semi Sleeper,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:40,04h 50m,PNBS-VJA,3.7,396.0,33,TSRTC,Government Bus,Push Back,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00,23:40,05h 40m,PNBS-VJA,3.6,480.0,32,TSRTC,Government Bus,Semi Sleeper,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,22:45,04h 40m,PNBS-VJA,4.2,396.0,31,TSRTC,Government Bus,Push Back,AC,280,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,23:00,04h 50m,PNBS-VJA,2.3,396.0,33,TSRTC,Government Bus,Push Back,AC,290,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:15,05h 45m,PNBS-VJA,3.4,352.0,23,TSRTC,Government Bus,Push Back,AC,345,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:35,06h 05m,PNBS-VJA,3.8,396.0,33,TSRTC,Government Bus,Push Back,AC,365,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:00,06h 10m,PNBS-VJA,4.7,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),19:00,00:35,05h 35m,PNBS-VJA,1.6,480.0,36,TSRTC,Government Bus,Unknown,AC,335,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,00:40,05h 30m,PNBS-VJA,3.6,396.0,33,TSRTC,Government Bus,Push Back,AC,330,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20,01:00,05h 40m,PNBS-VJA,3.8,533.0,39,TSRTC,Government Bus,Unknown,AC,340,Vijayawada,Hyderabad
Andhra Pradesh,Vijayawada to Hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:40,06h 10m,PNBS-VJA,3.5,396.0,33,TSRTC,Government Bus,Push Back,AC,370,Vijayawada,Hyderabad
