state,route_name,busname,bustype,departing_time,reaching_time,duration,dploc,star_rating,price,seats_available,transport,transport_mode,Seat_Type,Actype,dur_in_min,from,to
Andhra Pradesh,Vijayawada to Visakhapatnam,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,Old RTC Bus Stand,3.0,610.0,15,V Kaveri Travels,Private Bus,Seater / Sleeper,Non A/C,405,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),20:30,04:50,08h 20m,Ramavarapadu Ring Road,3.2,709.0,39,SRI SAI BALAJI TOURS AND TRAVELS,Private Bus,Seater / Sleeper,AC,500,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:40,07:00,07h 20m,Varadhi,2.8,799.0,32,Sri Laxmi Sravanthi Siva Tours And Travels,Private Bus,Seater / Sleeper,Non A/C,440,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,NTR Circle,2.8,1400.0,8,Orange Tours And Travels,Private Bus,Sleeper,Non A/C,420,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Morning Star Travels,A/C Sleeper (2+1),23:45,07:15,07h 30m,Tadepalli,2.2,790.0,15,Morning Star Travels,Private Bus,Sleeper,AC,450,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,07:00,07h 05m,Benz Circle,2.6,670.0,29,Mayuri Travels,Private Bus,Seater / Sleeper,Non A/C,425,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,IRA Travels,A/C Seater / Sleeper (2+1),20:15,05:10,08h 55m,Hanumanpet,2.5,550.0,20,IRA Travels,Private Bus,Seater / Sleeper,AC,535,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Navin Travels,Non A/C Seater / Sleeper (2+1),21:10,05:00,07h 50m,Old busstand,2.7,700.0,26,Navin Travels,Private Bus,Seater / Sleeper,Non A/C,470,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),19:10,04:00,08h 50m,AutoNagar Gate,1.4,650.0,29,New Sindhu Travels,Private Bus,Seater / Sleeper,Non A/C,530,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),19:10,05:50,10h 40m,Auto Nagar,2.6,549.0,24,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,Non A/C,640,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,Ramavarapadu Ring Road,2.6,749.0,24,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,AC,390,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:55,07:15,07h 20m,Benz Circle,2.6,999.0,20,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,AC,440,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,Rtc bus stand,2.6,1649.0,12,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,AC,360,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Dream Bus,A/C Sleeper (2+1),22:40,06:40,08h 00m,Mangalgiri Bypass,4.3,3000.0,30,Dream Bus,Private Bus,Sleeper,AC,480,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Nani’s Sai Krishna Travels,NON A/C Seater (2+2),19:15,04:00,08h 45m,Hanumanpet,2.5,470.0,35,Nani’s Sai Krishna Travels,Private Bus,Seater,Non A/C,525,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,IRA Travels,A/C Seater / Sleeper (2+1),18:05,02:20,08h 15m,Benz Circle,2.5,750.0,19,IRA Travels,Private Bus,Seater / Sleeper,AC,495,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Dhanalakshmi Travels,Non A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,Varadhi,2.4,489.0,37,Sri Dhanalakshmi Travels,Private Bus,Seater / Sleeper,Non A/C,480,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Navayuga Travels,NON AC Seater / Sleeper 2+1,21:00,03:30,06h 30m,Varadhi,2.3,1050.0,18,Navayuga Travels,Private Bus,Seater / Sleeper,AC,390,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sree Sambasiva Tours and Travels,NON A/C Seater/ Sleeper (2+1),20:05,04:00,07h 55m,Varadhi,4.1,555.0,12,Sree Sambasiva Tours and Travels,Private Bus,Sleeper,Non A/C,475,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:30,06:30,07h 00m,Ramavarapadu Ring Road,3.9,1400.0,29,KKaveri Travels,Private Bus,Sleeper,AC,420,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,KKaveri Travels,NON A/C Sleeper (2+1),23:30,06:30,07h 00m,Ramavarapadu Ring Road,3.9,1400.0,29,KKaveri Travels,Private Bus,Sleeper,Non A/C,420,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:59,06:45,06h 46m,Gollapudi,3.8,800.0,13,Sri KVR Travels,Private Bus,Seater / Sleeper,AC,406,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,05:50,07h 20m,IBRAHIMPATNAM,3.8,570.0,16,Sri KVR Travels,Private Bus,Seater / Sleeper,Non A/C,440,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,BEZAWADA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,04:30,06h 45m,Vaaradi,3.7,499.0,22,BEZAWADA TOURS AND TRAVELS,Private Bus,Seater / Sleeper,Non A/C,405,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,BEZAWADA TOURS AND TRAVELS,NON A/C Sleeper (2+1),22:25,05:10,06h 45m,Ramavarapadu Ring Road,3.7,666.0,24,BEZAWADA TOURS AND TRAVELS,Private Bus,Sleeper,Non A/C,405,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),23:25,05:30,06h 05m,Ibrahimpatnam,3.2,799.0,22,SRI SAI BALAJI TOURS AND TRAVELS,Private Bus,Seater / Sleeper,AC,365,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:45,04:35,08h 50m,Hanumapet,3.1,555.0,34,Sree Durga Kaveri Travels,Private Bus,Seater / Sleeper,Non A/C,530,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,SKS Logistics,A/C Seater / Sleeper (2+1),22:00,06:30,08h 30m,Police Control Room,3.1,590.0,33,SKS Logistics,Private Bus,Seater / Sleeper,AC,510,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:40,07:00,07h 20m,Varadhi,2.8,799.0,25,Sri Laxmi Sravanthi Siva Tours And Travels,Private Bus,Seater / Sleeper,Non A/C,440,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,07:15,07h 20m,Benz Circle,2.6,1099.0,28,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,Non A/C,440,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,Ramavarapadu Ring Road,2.6,749.0,26,Sri Tulasi Tours and Travels,Private Bus,Seater / Sleeper,Non A/C,390,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,04:15,08h 00m,Benz Circle,2.5,650.0,23,RUDRA TOURS & TRAVELS,Private Bus,Sleeper,Non A/C,480,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:45,05:00,08h 15m,Benz Circle,2.5,650.0,36,RUDRA TOURS & TRAVELS,Private Bus,Sleeper,Non A/C,495,Vijayawada,Visakhapatnam
Andhra Pradesh,Vijayawada to Visakhapatnam,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),19:40,03:30,07h 50m,Varadhi,2.4,2000.0,30,Sri Dhanalakshmi Travels,Private Bus,Sleeper,AC,470,Vijayawada,Visakhapatnam
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 23967,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:15,03h 15m,Rajamahendravaram,3.1,263.0,32,APSRTC,Government Bus,Push Back,AC,195,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 23969,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,19:30,03h 30m,Rajamahendravaram,4.1,260.0,30,APSRTC,Government Bus,Push Back,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3454,INDRA(A.C. Seater),17:45,22:15,04h 30m,Rajamahendravaram,2.7,318.0,35,APSRTC,Government Bus,Seater,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 35152,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,20:54,03h 09m,Rajamahendravaram,1.8,261.0,29,APSRTC,Government Bus,Push Back,AC,189,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 2755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:30,04h 00m,Rajamahendravaram,3.4,260.0,26,APSRTC,Government Bus,Push Back,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 24861,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,22:45,03h 45m,Rajamahendravaram,3.7,248.0,37,APSRTC,Government Bus,Push Back,AC,225,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 5785,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,23:30,04h 30m,Rajamahendravaram,4.4,252.0,37,APSRTC,Government Bus,Push Back,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 9461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,22:50,03h 35m,Rajamahendravaram,3.7,261.0,31,APSRTC,Government Bus,Push Back,AC,215,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 2887,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:55,04h 25m,Rajamahendravaram,3.7,260.0,33,APSRTC,Government Bus,Push Back,AC,265,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 6374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:55,23:55,04h 00m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3479,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:20,04h 20m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,260,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 23971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:30,03h 30m,Rajamahendravaram,3.7,260.0,30,APSRTC,Government Bus,Push Back,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 2621,INDRA(A.C. Seater),20:15,00:30,04h 15m,Rajamahendravaram,4.4,316.0,37,APSRTC,Government Bus,Seater,AC,255,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3456,INDRA(A.C. Seater),20:30,00:30,04h 00m,Rajamahendravaram,3.7,318.0,37,APSRTC,Government Bus,Seater,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 2809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:20,03h 50m,Rajamahendravaram,3.7,260.0,33,APSRTC,Government Bus,Push Back,AC,230,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:30,03h 45m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,225,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 9478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:04,03h 19m,Rajamahendravaram,3.7,261.0,33,APSRTC,Government Bus,Push Back,AC,199,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 23973,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:30,03h 30m,Rajamahendravaram,4.1,260.0,33,APSRTC,Government Bus,Push Back,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 47745,INDRA(A.C. Seater),21:00,01:00,04h 00m,Rajamahendravaram,3.7,318.0,35,APSRTC,Government Bus,Seater,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),21:30,00:30,03h 00m,Rajamahendravaram,3.7,359.0,36,APSRTC,Government Bus,Sleeper,Unknown,180,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:15,04h 30m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 23975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:30,03h 30m,Rajamahendravaram,3.7,260.0,33,APSRTC,Government Bus,Push Back,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 9459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:15,03h 15m,Rajamahendravaram,3.7,263.0,34,APSRTC,Government Bus,Push Back,AC,195,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,01:45,03h 30m,Rajamahendravaram,3.7,260.0,6,APSRTC,Government Bus,Push Back,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,02:25,03h 45m,Rajamahendravaram,3.7,263.0,26,APSRTC,Government Bus,Push Back,AC,225,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3383,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:15,04h 30m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 4376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,02:10,03h 20m,Rajamahendravaram,3.7,261.0,33,APSRTC,Government Bus,Push Back,AC,200,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 2803,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,02:40,03h 40m,Rajamahendravaram,3.1,248.0,24,APSRTC,Government Bus,Push Back,AC,220,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 9201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:30,04h 15m,Rajamahendravaram,3.7,263.0,20,APSRTC,Government Bus,Push Back,AC,255,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 5205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,02:30,03h 15m,Rajamahendravaram,3.7,263.0,30,APSRTC,Government Bus,Push Back,AC,195,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 9367,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,02:35,03h 05m,Rajamahendravaram,3.6,261.0,33,APSRTC,Government Bus,Push Back,AC,185,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 4596,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,03:15,03h 35m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,215,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,03:25,03h 45m,Rajamahendravaram,3.7,263.0,30,APSRTC,Government Bus,Push Back,AC,225,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 46391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,03:45,03h 55m,Rajamahendravaram,3.7,263.0,33,APSRTC,Government Bus,Push Back,AC,235,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 4378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,02:54,02h 59m,Rajamahendravaram,3.7,261.0,33,APSRTC,Government Bus,Push Back,AC,179,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,03:30,03h 35m,Rajamahendravaram,3.5,404.0,19,APSRTC,Government Bus,Unknown,AC,215,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,TSRTC - 2043,LAHARI A/C SLEEPER CUM SEATER,22:00,01:00,03h 00m,Rajamahendravaram,3.2,1050.0,36,TSRTC,Government Bus,Sleeper,AC,180,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,TSRTC - 9699,Lahari A/C sleeper,23:30,02:30,03h 00m,Rajamahendravaram,4.1,1400.0,29,TSRTC,Government Bus,Sleeper,AC,180,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),19:45,23:20,03h 35m,Vemagiri Junction,3.1,237.0,7,NueGo,Private Bus,Seater / Sleeper,AC,215,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,NueGo,Electric A/C Seater (2+2),15:30,19:00,03h 30m,Gokavaram Bus Stand,2.4,237.0,2,NueGo,Private Bus,Seater,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,NueGo,Electric A/C Seater (2+2),17:45,21:15,03h 30m,Gokavaram Bus Stand,2.4,237.0,10,NueGo,Private Bus,Seater,AC,210,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),15:30,19:30,04h 00m,Gokavaram Bus Stand,4.7,936.0,8,Shyamoli Paribahan Pvt Ltd,Private Bus,Seater / Sleeper,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:45,20:45,04h 00m,Gokavaram Bus Stand,4.7,1718.0,9,Shyamoli Paribahan Pvt Ltd,Private Bus,Sleeper,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Jagan Travels,A/C Sleeper (2+1),16:45,21:00,04h 15m,Morampudi Junction,4.0,2351.0,3,Jagan Travels,Private Bus,Sleeper,AC,255,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Zingbus Plus,A/C Sleeper (2+1),22:40,01:15,02h 35m,Godavari Institute Of Enginee...,4.3,1409.0,26,Zingbus Plus,Private Bus,Sleeper,AC,155,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Abhishek Bus,A/C Sleeper (2+1),17:00,19:50,02h 50m,Lala Cheruvu,3.3,3000.0,36,Abhishek Bus,Private Bus,Sleeper,AC,170,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Zingbus Plus,A/C Sleeper (2+1),21:20,23:55,02h 35m,Godavari Institute Of Enginee...,4.3,1017.0,16,Zingbus Plus,Private Bus,Sleeper,AC,155,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),18:00,22:30,04h 30m,Diwaan Chervu,3.5,3324.0,36,SRI RATAN TATA EXPRESS,Private Bus,Sleeper,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,21:15,03h 15m,Lalacheruvu,4.7,2369.0,2,Shyamoli Paribahan Pvt Ltd,Private Bus,Sleeper,AC,195,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),18:00,22:30,04h 30m,Diwaan Chervu,3.5,2849.0,7,SRI RATAN TATA EXPRESS,Private Bus,Sleeper,AC,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:15,21:35,03h 20m,Diwaan Chervu,4.3,2194.0,3,Rajesh Transports,Private Bus,Sleeper,AC,200,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20,21:05,02h 45m,Diwaan Chervu,4.0,3499.0,1,Shree Manikanta Travels,Private Bus,Sleeper,AC,165,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Svkdt travels,A/C Sleeper (2+1),18:25,22:45,04h 20m,Rajamahendravaram,4.2,700.0,4,Svkdt travels,Private Bus,Sleeper,AC,260,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Rajesh Transports,NON A/C Sleeper (2+1),19:00,23:30,04h 30m,Morampudi Junction,4.3,2145.0,2,Rajesh Transports,Private Bus,Sleeper,Non A/C,270,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,SVD Vedansh Travels,A/C Sleeper (2+1),19:00,22:20,03h 20m,Diwancheruvu Junction,3.5,4289.0,3,SVD Vedansh Travels,Private Bus,Sleeper,AC,200,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:15,23:55,03h 40m,Vemagiri Junction,3.5,1699.0,13,Sri Krishna Travels,Private Bus,Sleeper,AC,220,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Jagan Travels,A/C Sleeper (2+1),20:15,23:30,03h 15m,Lala Cheruvu,4.0,1550.0,7,Jagan Travels,Private Bus,Sleeper,AC,195,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:30,00:25,03h 55m,Gokavaram Bus Stand,4.3,1416.0,5,Go Tour Travels and Holidays,Private Bus,Sleeper,AC,235,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),20:50,23:15,02h 25m,Lala Cheruvu,3.5,3609.0,22,SRI RATAN TATA EXPRESS,Private Bus,Sleeper,AC,145,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Sri NVR Travels,NON A/C Sleeper (2+1),20:50,23:59,03h 09m,High Tech Bus Stand,3.6,999.0,18,Sri NVR Travels,Private Bus,Sleeper,Non A/C,189,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,PRL BUS,A/C Seater / Sleeper (2+1),21:00,23:59,02h 59m,Gsl Medical College,3.9,1400.0,9,PRL BUS,Private Bus,Seater / Sleeper,AC,179,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Sai RK Travels,A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,Diwaan Chervu,3.4,1215.0,23,Sai RK Travels,Private Bus,Seater / Sleeper,AC,180,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,Lala Cheruvu,4.4,894.0,18,IntrCity SmartBus,Private Bus,Seater / Sleeper,AC,240,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),21:20,23:59,02h 39m,Morampudi Junction,4.1,1240.0,1,YBM Travels(BLM),Private Bus,Sleeper,AC,159,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,GMC Travels,A/C Seater / Sleeper (2+1),21:50,01:30,03h 40m,Lala Cheruvu,4.5,1190.0,11,GMC Travels,Private Bus,Seater / Sleeper,AC,220,Rajahmundry,Vijayawada
Andhra Pradesh,Rajahmundry to Vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),22:00,01:00,03h 00m,Lala Cheruvu,3.3,2500.0,18,Sri Tulasi Tours and Travels,Private Bus,Sleeper,AC,180,Rajahmundry,Vijayawada
